filepaths,age,gender,race
./data/UTKFace\81_1_0_20170110123812204.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_0_20170110184045236.jpg.chip.jpg,7,1,0
./data/UTKFace\72_0_2_20170112223945402.jpg.chip.jpg,7,0,2
./data/UTKFace\73_0_0_20170120225937921.jpg.chip.jpg,7,0,0
./data/UTKFace\82_0_0_20170111222354407.jpg.chip.jpg,7,0,0
./data/UTKFace\70_0_2_20161219193557323.jpg.chip.jpg,7,0,2
./data/UTKFace\74_1_0_20170120224932730.jpg.chip.jpg,7,1,0
./data/UTKFace\75_0_2_20170113174659450.jpg.chip.jpg,7,0,2
./data/UTKFace\72_0_0_20170116193811127.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110183129402.jpg.chip.jpg,7,1,0
./data/UTKFace\85_0_0_20170111205438305.jpg.chip.jpg,7,0,0
./data/UTKFace\99_1_0_20170110182052119.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_1_20170110184037971.jpg.chip.jpg,7,1,1
./data/UTKFace\78_1_0_20170110180142396.jpg.chip.jpg,7,1,0
./data/UTKFace\70_1_0_20170110152919778.jpg.chip.jpg,7,1,0
./data/UTKFace\75_0_1_20170111210115928.jpg.chip.jpg,7,0,1
./data/UTKFace\84_1_2_20170105174912326.jpg.chip.jpg,7,1,2
./data/UTKFace\83_1_0_20170110131402507.jpg.chip.jpg,7,1,0
./data/UTKFace\80_1_0_20170110153307958.jpg.chip.jpg,7,1,0
./data/UTKFace\71_0_2_20170112224258484.jpg.chip.jpg,7,0,2
./data/UTKFace\90_0_0_20170111224014347.jpg.chip.jpg,7,0,0
./data/UTKFace\79_0_0_20170111210813495.jpg.chip.jpg,7,0,0
./data/UTKFace\75_0_1_20170113185328144.jpg.chip.jpg,7,0,1
./data/UTKFace\80_1_0_20170117175421676.jpg.chip.jpg,7,1,0
./data/UTKFace\74_0_0_20170120224009436.jpg.chip.jpg,7,0,0
./data/UTKFace\80_1_0_20170120221022764.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_2_20170112215149951.jpg.chip.jpg,7,0,2
./data/UTKFace\82_0_0_20170111222551270.jpg.chip.jpg,7,0,0
./data/UTKFace\80_0_2_20170112205254236.jpg.chip.jpg,7,0,2
./data/UTKFace\70_0_0_20170111171747665.jpg.chip.jpg,7,0,0
./data/UTKFace\72_0_0_20170111222416133.jpg.chip.jpg,7,0,0
./data/UTKFace\78_0_0_20170111210848588.jpg.chip.jpg,7,0,0
./data/UTKFace\89_1_0_20170120221950480.jpg.chip.jpg,7,1,0
./data/UTKFace\75_0_1_20170111221655006.jpg.chip.jpg,7,0,1
./data/UTKFace\85_1_0_20170110182138154.jpg.chip.jpg,7,1,0
./data/UTKFace\85_0_0_20170117174438038.jpg.chip.jpg,7,0,0
./data/UTKFace\75_0_0_20170117192054194.jpg.chip.jpg,7,0,0
./data/UTKFace\89_0_1_20170117182437361.jpg.chip.jpg,7,0,1
./data/UTKFace\85_1_0_20170110184114479.jpg.chip.jpg,7,1,0
./data/UTKFace\71_0_0_20170111203734910.jpg.chip.jpg,7,0,0
./data/UTKFace\95_1_0_20170110182409918.jpg.chip.jpg,7,1,0
./data/UTKFace\90_0_1_20170111223916765.jpg.chip.jpg,7,0,1
./data/UTKFace\72_0_0_20170111222541402.jpg.chip.jpg,7,0,0
./data/UTKFace\75_1_0_20170110182459565.jpg.chip.jpg,7,1,0
./data/UTKFace\89_0_3_20170105180114246.jpg.chip.jpg,7,0,3
./data/UTKFace\76_0_0_20170104213515132.jpg.chip.jpg,7,0,0
./data/UTKFace\76_0_0_20170111171747674.jpg.chip.jpg,7,0,0
./data/UTKFace\87_1_0_20170120225808097.jpg.chip.jpg,7,1,0
./data/UTKFace\74_0_0_20170111223743652.jpg.chip.jpg,7,0,0
./data/UTKFace\75_0_2_20170112223856420.jpg.chip.jpg,7,0,2
./data/UTKFace\80_1_1_20170119210040345.jpg.chip.jpg,7,1,1
./data/UTKFace\83_0_0_20170111223725228.jpg.chip.jpg,7,0,0
./data/UTKFace\84_1_0_20170120230452282.jpg.chip.jpg,7,1,0
./data/UTKFace\90_1_0_20170110183737626.jpg.chip.jpg,7,1,0
./data/UTKFace\77_0_2_20170112220236152.jpg.chip.jpg,7,0,2
./data/UTKFace\80_1_1_20170120222433936.jpg.chip.jpg,7,1,1
./data/UTKFace\73_1_0_20170110182146582.jpg.chip.jpg,7,1,0
./data/UTKFace\86_1_0_20170110183619254.jpg.chip.jpg,7,1,0
./data/UTKFace\73_0_0_20170105173752749.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170120221906501.jpg.chip.jpg,7,1,0
./data/UTKFace\72_1_0_20170120223859838.jpg.chip.jpg,7,1,0
./data/UTKFace\99_1_0_20170120134718759.jpg.chip.jpg,7,1,0
./data/UTKFace\90_0_2_20170110183643228.jpg.chip.jpg,7,0,2
./data/UTKFace\79_1_0_20170120225803298.jpg.chip.jpg,7,1,0
./data/UTKFace\70_1_0_20170110122856556.jpg.chip.jpg,7,1,0
./data/UTKFace\80_1_0_20170110154249092.jpg.chip.jpg,7,1,0
./data/UTKFace\86_0_2_20170112224559130.jpg.chip.jpg,7,0,2
./data/UTKFace\85_0_0_20170111205823547.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110181049060.jpg.chip.jpg,7,1,0
./data/UTKFace\78_0_1_20170111222209093.jpg.chip.jpg,7,0,1
./data/UTKFace\85_1_0_20170110184040927.jpg.chip.jpg,7,1,0
./data/UTKFace\90_1_2_20170111205444634.jpg.chip.jpg,7,1,2
./data/UTKFace\86_1_2_20170105174652949.jpg.chip.jpg,7,1,2
./data/UTKFace\89_1_2_20170112224524948.jpg.chip.jpg,7,1,2
./data/UTKFace\85_1_2_20170110182342530.jpg.chip.jpg,7,1,2
./data/UTKFace\96_1_3_20170110180250210.jpg.chip.jpg,7,1,3
./data/UTKFace\110_0_0_20170112213500903.jpg.chip.jpg,7,0,0
./data/UTKFace\72_1_0_20170110140754434.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_0_20170110183611657.jpg.chip.jpg,7,1,0
./data/UTKFace\74_1_0_20170110122923277.jpg.chip.jpg,7,1,0
./data/UTKFace\76_1_0_20170112204943874.jpg.chip.jpg,7,1,0
./data/UTKFace\79_1_0_20170110151406182.jpg.chip.jpg,7,1,0
./data/UTKFace\75_0_2_20170113174659450.jpg.chip.jpg,7,0,2
./data/UTKFace\85_1_0_20170110182055926.jpg.chip.jpg,7,1,0
./data/UTKFace\75_0_0_20170111204958277.jpg.chip.jpg,7,0,0
./data/UTKFace\87_0_0_20170110183538244.jpg.chip.jpg,7,0,0
./data/UTKFace\72_1_1_20170120225033578.jpg.chip.jpg,7,1,1
./data/UTKFace\70_0_1_20170117175512623.jpg.chip.jpg,7,0,1
./data/UTKFace\72_0_3_20170109150847004.jpg.chip.jpg,7,0,3
./data/UTKFace\80_1_3_20170109151103678.jpg.chip.jpg,7,1,3
./data/UTKFace\75_0_0_20170111203745246.jpg.chip.jpg,7,0,0
./data/UTKFace\70_1_0_20170110122250867.jpg.chip.jpg,7,1,0
./data/UTKFace\71_0_0_20170111203734910.jpg.chip.jpg,7,0,0
./data/UTKFace\92_1_0_20170110182402526.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_0_20170110181554730.jpg.chip.jpg,7,1,0
./data/UTKFace\90_0_0_20170111210516589.jpg.chip.jpg,7,0,0
./data/UTKFace\88_1_0_20170110183704246.jpg.chip.jpg,7,1,0
./data/UTKFace\72_1_0_20170110180409214.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170117173759783.jpg.chip.jpg,7,0,0
./data/UTKFace\70_0_3_20170119205849176.jpg.chip.jpg,7,0,3
./data/UTKFace\88_1_2_20170110182404089.jpg.chip.jpg,7,1,2
./data/UTKFace\80_1_0_20170110140819226.jpg.chip.jpg,7,1,0
./data/UTKFace\72_1_0_20170110125258812.jpg.chip.jpg,7,1,0
./data/UTKFace\78_1_2_20170112205322682.jpg.chip.jpg,7,1,2
./data/UTKFace\78_1_0_20170110181616162.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_0_20170110181934936.jpg.chip.jpg,7,1,0
./data/UTKFace\76_0_2_20170105174433781.jpg.chip.jpg,7,0,2
./data/UTKFace\70_0_0_20170117173832407.jpg.chip.jpg,7,0,0
./data/UTKFace\77_0_1_20170116210256280.jpg.chip.jpg,7,0,1
./data/UTKFace\76_0_0_20170111210148707.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110182945927.jpg.chip.jpg,7,1,0
./data/UTKFace\80_1_0_20170117175604677.jpg.chip.jpg,7,1,0
./data/UTKFace\78_0_2_20170112224456107.jpg.chip.jpg,7,0,2
./data/UTKFace\80_0_2_20170112205254236.jpg.chip.jpg,7,0,2
./data/UTKFace\75_0_0_20170117174632541.jpg.chip.jpg,7,0,0
./data/UTKFace\70_0_0_20170117173225496.jpg.chip.jpg,7,0,0
./data/UTKFace\74_1_0_20170110131502622.jpg.chip.jpg,7,1,0
./data/UTKFace\85_0_0_20170117174438038.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110184106700.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170117173234032.jpg.chip.jpg,7,0,0
./data/UTKFace\75_0_0_20170117175212732.jpg.chip.jpg,7,0,0
./data/UTKFace\75_1_0_20170110183826875.jpg.chip.jpg,7,1,0
./data/UTKFace\70_0_0_20170120140346584.jpg.chip.jpg,7,0,0
./data/UTKFace\72_0_2_20170105174444334.jpg.chip.jpg,7,0,2
./data/UTKFace\85_0_0_20170111210445676.jpg.chip.jpg,7,0,0
./data/UTKFace\72_0_2_20170112223925555.jpg.chip.jpg,7,0,2
./data/UTKFace\72_0_2_20170112223925555.jpg.chip.jpg,7,0,2
./data/UTKFace\85_0_0_20170111210017033.jpg.chip.jpg,7,0,0
./data/UTKFace\80_0_0_20170117175258116.jpg.chip.jpg,7,0,0
./data/UTKFace\75_0_3_20170119204101959.jpg.chip.jpg,7,0,3
./data/UTKFace\105_0_0_20170112213001988.jpg.chip.jpg,7,0,0
./data/UTKFace\110_1_1_20170110155201038.jpg.chip.jpg,7,1,1
./data/UTKFace\88_1_0_20170110132552849.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170117175134292.jpg.chip.jpg,7,0,0
./data/UTKFace\76_1_0_20170110182941342.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_0_20170110183522560.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_2_20170111210646563.jpg.chip.jpg,7,0,2
./data/UTKFace\86_1_0_20170110181934936.jpg.chip.jpg,7,1,0
./data/UTKFace\90_0_0_20170111224014347.jpg.chip.jpg,7,0,0
./data/UTKFace\75_1_1_20170110182126367.jpg.chip.jpg,7,1,1
./data/UTKFace\72_1_3_20170104220952910.jpg.chip.jpg,7,1,3
./data/UTKFace\73_0_1_20170117194721939.jpg.chip.jpg,7,0,1
./data/UTKFace\70_1_0_20170110181712528.jpg.chip.jpg,7,1,0
./data/UTKFace\75_0_0_20170111205932368.jpg.chip.jpg,7,0,0
./data/UTKFace\93_1_0_20170110141221528.jpg.chip.jpg,7,1,0
./data/UTKFace\72_1_0_20170110122329893.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170117173059810.jpg.chip.jpg,7,0,0
./data/UTKFace\70_1_1_20170117174530078.jpg.chip.jpg,7,1,1
./data/UTKFace\70_0_3_20170119205313583.jpg.chip.jpg,7,0,3
./data/UTKFace\80_0_0_20170111211457352.jpg.chip.jpg,7,0,0
./data/UTKFace\70_1_0_20170113003731381.jpg.chip.jpg,7,1,0
./data/UTKFace\88_1_0_20170110182132120.jpg.chip.jpg,7,1,0
./data/UTKFace\88_0_2_20170112222049576.jpg.chip.jpg,7,0,2
./data/UTKFace\82_1_0_20170110132435984.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_1_20170111181750520.jpg.chip.jpg,7,0,1
./data/UTKFace\80_0_0_20170111205921074.jpg.chip.jpg,7,0,0
./data/UTKFace\75_0_0_20170117173746334.jpg.chip.jpg,7,0,0
./data/UTKFace\70_0_0_20170111200516733.jpg.chip.jpg,7,0,0
./data/UTKFace\70_0_0_20170117175004342.jpg.chip.jpg,7,0,0
./data/UTKFace\70_0_1_20170113184357359.jpg.chip.jpg,7,0,1
./data/UTKFace\75_1_1_20170105003534605.jpg.chip.jpg,7,1,1
./data/UTKFace\74_0_0_20170111221942118.jpg.chip.jpg,7,0,0
./data/UTKFace\79_0_0_20170111223823788.jpg.chip.jpg,7,0,0
./data/UTKFace\84_1_0_20170120230452282.jpg.chip.jpg,7,1,0
./data/UTKFace\105_1_0_20170112213001988.jpg.chip.jpg,7,1,0
./data/UTKFace\85_0_1_20170111211354288.jpg.chip.jpg,7,0,1
./data/UTKFace\80_1_3_20170109151103678.jpg.chip.jpg,7,1,3
./data/UTKFace\75_1_0_20170120230123756.jpg.chip.jpg,7,1,0
./data/UTKFace\73_0_0_20170120225937921.jpg.chip.jpg,7,0,0
./data/UTKFace\72_0_2_20170112205543070.jpg.chip.jpg,7,0,2
./data/UTKFace\70_0_1_20170120225116936.jpg.chip.jpg,7,0,1
./data/UTKFace\71_0_0_20170104185305424.jpg.chip.jpg,7,0,0
./data/UTKFace\85_0_0_20170120224751080.jpg.chip.jpg,7,0,0
./data/UTKFace\78_0_0_20170111222436497.jpg.chip.jpg,7,0,0
./data/UTKFace\78_0_0_20170116233355259.jpg.chip.jpg,7,0,0
./data/UTKFace\72_1_0_20170120223859838.jpg.chip.jpg,7,1,0
./data/UTKFace\78_1_0_20170120223855310.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170111205921074.jpg.chip.jpg,7,0,0
./data/UTKFace\87_1_0_20170120225808097.jpg.chip.jpg,7,1,0
./data/UTKFace\75_1_0_20170110180500719.jpg.chip.jpg,7,1,0
./data/UTKFace\85_0_0_20170117175403892.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110182128680.jpg.chip.jpg,7,1,0
./data/UTKFace\89_0_1_20170116024131102.jpg.chip.jpg,7,0,1
./data/UTKFace\84_1_0_20170120230246475.jpg.chip.jpg,7,1,0
./data/UTKFace\74_0_0_20170111222650857.jpg.chip.jpg,7,0,0
./data/UTKFace\80_0_0_20170117174418358.jpg.chip.jpg,7,0,0
./data/UTKFace\73_1_0_20170110131519640.jpg.chip.jpg,7,1,0
./data/UTKFace\87_1_1_20170116161703647.jpg.chip.jpg,7,1,1
./data/UTKFace\70_0_0_20170117175502596.jpg.chip.jpg,7,0,0
./data/UTKFace\90_0_0_20170111210403969.jpg.chip.jpg,7,0,0
./data/UTKFace\77_0_0_20170111202327200.jpg.chip.jpg,7,0,0
./data/UTKFace\89_1_0_20170120221950480.jpg.chip.jpg,7,1,0
./data/UTKFace\77_0_0_20170111222408207.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110181745563.jpg.chip.jpg,7,1,0
./data/UTKFace\80_1_0_20170110131703927.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170117173059810.jpg.chip.jpg,7,0,0
./data/UTKFace\92_1_0_20170110133307879.jpg.chip.jpg,7,1,0
./data/UTKFace\71_0_0_20170116232642012.jpg.chip.jpg,7,0,0
./data/UTKFace\72_1_0_20170120224942952.jpg.chip.jpg,7,1,0
./data/UTKFace\72_1_0_20170110182012800.jpg.chip.jpg,7,1,0
./data/UTKFace\90_0_0_20170111222149759.jpg.chip.jpg,7,0,0
./data/UTKFace\82_0_0_20170111210140987.jpg.chip.jpg,7,0,0
./data/UTKFace\75_1_0_20170110154312939.jpg.chip.jpg,7,1,0
./data/UTKFace\86_0_0_20170111210655997.jpg.chip.jpg,7,0,0
./data/UTKFace\72_0_0_20170111222416133.jpg.chip.jpg,7,0,0
./data/UTKFace\80_1_0_20170120223534893.jpg.chip.jpg,7,1,0
./data/UTKFace\72_1_0_20170110122329893.jpg.chip.jpg,7,1,0
./data/UTKFace\70_0_0_20170120140346584.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110182404089.jpg.chip.jpg,7,1,0
./data/UTKFace\88_1_1_20170110183118502.jpg.chip.jpg,7,1,1
./data/UTKFace\70_0_0_20170117173832407.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110183621661.jpg.chip.jpg,7,1,0
./data/UTKFace\90_1_0_20170110182841384.jpg.chip.jpg,7,1,0
./data/UTKFace\72_0_0_20170111210054315.jpg.chip.jpg,7,0,0
./data/UTKFace\80_0_1_20170116003703261.jpg.chip.jpg,7,0,1
./data/UTKFace\70_1_0_20170117163559185.jpg.chip.jpg,7,1,0
./data/UTKFace\90_1_1_20170120220828835.jpg.chip.jpg,7,1,1
./data/UTKFace\80_1_0_20170110125303427.jpg.chip.jpg,7,1,0
./data/UTKFace\85_0_0_20170111210640890.jpg.chip.jpg,7,0,0
./data/UTKFace\86_0_0_20170111210513628.jpg.chip.jpg,7,0,0
./data/UTKFace\70_1_0_20170110180456347.jpg.chip.jpg,7,1,0
./data/UTKFace\72_0_1_20170117193619775.jpg.chip.jpg,7,0,1
./data/UTKFace\73_1_0_20170120230408787.jpg.chip.jpg,7,1,0
./data/UTKFace\85_0_0_20170111210559755.jpg.chip.jpg,7,0,0
./data/UTKFace\85_0_0_20170111210640890.jpg.chip.jpg,7,0,0
./data/UTKFace\78_1_0_20170120140748041.jpg.chip.jpg,7,1,0
./data/UTKFace\78_0_0_20170120225240993.jpg.chip.jpg,7,0,0
./data/UTKFace\74_0_2_20170105174346668.jpg.chip.jpg,7,0,2
./data/UTKFace\96_1_1_20170110183853718.jpg.chip.jpg,7,1,1
./data/UTKFace\72_1_1_20170112215442392.jpg.chip.jpg,7,1,1
./data/UTKFace\72_1_0_20170110183416570.jpg.chip.jpg,7,1,0
./data/UTKFace\75_1_0_20170110184033219.jpg.chip.jpg,7,1,0
./data/UTKFace\100_1_0_20170112215032192.jpg.chip.jpg,7,1,0
./data/UTKFace\88_1_0_20170105174941006.jpg.chip.jpg,7,1,0
./data/UTKFace\75_0_1_20170111210049339.jpg.chip.jpg,7,0,1
./data/UTKFace\78_1_0_20170120140748041.jpg.chip.jpg,7,1,0
./data/UTKFace\75_1_0_20170110131723117.jpg.chip.jpg,7,1,0
./data/UTKFace\85_0_0_20170110181953748.jpg.chip.jpg,7,0,0
./data/UTKFace\100_1_0_20170119212053665.jpg.chip.jpg,7,1,0
./data/UTKFace\90_1_0_20170120230312163.jpg.chip.jpg,7,1,0
./data/UTKFace\70_0_1_20170120223446317.jpg.chip.jpg,7,0,1
./data/UTKFace\90_0_0_20170111211415063.jpg.chip.jpg,7,0,0
./data/UTKFace\85_0_0_20170111210559755.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110183823331.jpg.chip.jpg,7,1,0
./data/UTKFace\72_1_0_20170110182955408.jpg.chip.jpg,7,1,0
./data/UTKFace\76_0_1_20170116205210541.jpg.chip.jpg,7,0,1
./data/UTKFace\75_0_2_20170112211826867.jpg.chip.jpg,7,0,2
./data/UTKFace\90_1_0_20170110155210772.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_0_20170110182918046.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170105175505310.jpg.chip.jpg,7,0,0
./data/UTKFace\72_1_1_20170120223941518.jpg.chip.jpg,7,1,1
./data/UTKFace\70_1_0_20170109150852960.jpg.chip.jpg,7,1,0
./data/UTKFace\70_1_1_20170119205140215.jpg.chip.jpg,7,1,1
./data/UTKFace\79_1_0_20170111201959926.jpg.chip.jpg,7,1,0
./data/UTKFace\77_1_0_20170110181611591.jpg.chip.jpg,7,1,0
./data/UTKFace\82_1_0_20170109150955073.jpg.chip.jpg,7,1,0
./data/UTKFace\85_0_0_20170110181953748.jpg.chip.jpg,7,0,0
./data/UTKFace\71_0_0_20170109015622110.jpg.chip.jpg,7,0,0
./data/UTKFace\86_0_0_20170111223837209.jpg.chip.jpg,7,0,0
./data/UTKFace\81_1_0_20170120225516057.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170120223453237.jpg.chip.jpg,7,0,0
./data/UTKFace\77_0_2_20170112224640564.jpg.chip.jpg,7,0,2
./data/UTKFace\72_0_0_20170111195358992.jpg.chip.jpg,7,0,0
./data/UTKFace\72_1_0_20170110184104942.jpg.chip.jpg,7,1,0
./data/UTKFace\70_0_0_20170104213700973.jpg.chip.jpg,7,0,0
./data/UTKFace\78_0_0_20170111200159377.jpg.chip.jpg,7,0,0
./data/UTKFace\73_1_0_20170110160644079.jpg.chip.jpg,7,1,0
./data/UTKFace\74_0_1_20170113182114430.jpg.chip.jpg,7,0,1
./data/UTKFace\70_0_0_20170117173242519.jpg.chip.jpg,7,0,0
./data/UTKFace\70_0_0_20170117172906417.jpg.chip.jpg,7,0,0
./data/UTKFace\72_1_0_20170105164536452.jpg.chip.jpg,7,1,0
./data/UTKFace\77_1_0_20170110140643082.jpg.chip.jpg,7,1,0
./data/UTKFace\78_0_0_20170111221844550.jpg.chip.jpg,7,0,0
./data/UTKFace\90_1_0_20170111211648525.jpg.chip.jpg,7,1,0
./data/UTKFace\73_1_0_20170110141055369.jpg.chip.jpg,7,1,0
./data/UTKFace\76_0_0_20170111221823004.jpg.chip.jpg,7,0,0
./data/UTKFace\86_0_0_20170111223837209.jpg.chip.jpg,7,0,0
./data/UTKFace\73_0_3_20170119212057504.jpg.chip.jpg,7,0,3
./data/UTKFace\85_1_0_20170110183129402.jpg.chip.jpg,7,1,0
./data/UTKFace\100_1_0_20170112213303693.jpg.chip.jpg,7,1,0
./data/UTKFace\73_1_0_20170110141055369.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170117174905374.jpg.chip.jpg,7,0,0
./data/UTKFace\70_1_1_20170117174530078.jpg.chip.jpg,7,1,1
./data/UTKFace\75_0_0_20170111210950605.jpg.chip.jpg,7,0,0
./data/UTKFace\72_1_0_20170110183416570.jpg.chip.jpg,7,1,0
./data/UTKFace\78_0_0_20170120225240993.jpg.chip.jpg,7,0,0
./data/UTKFace\77_1_0_20170110181611591.jpg.chip.jpg,7,1,0
./data/UTKFace\90_1_0_20170110183737626.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_0_20170110183546496.jpg.chip.jpg,7,1,0
./data/UTKFace\86_1_2_20170112224133563.jpg.chip.jpg,7,1,2
./data/UTKFace\78_0_1_20170116204857697.jpg.chip.jpg,7,0,1
./data/UTKFace\80_0_0_20170111201430389.jpg.chip.jpg,7,0,0
./data/UTKFace\75_0_0_20170117174518205.jpg.chip.jpg,7,0,0
./data/UTKFace\78_0_1_20170111222209093.jpg.chip.jpg,7,0,1
./data/UTKFace\90_1_0_20170120221550509.jpg.chip.jpg,7,1,0
./data/UTKFace\73_1_0_20170110141108353.jpg.chip.jpg,7,1,0
./data/UTKFace\80_1_0_20170110125303427.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170111211457352.jpg.chip.jpg,7,0,0
./data/UTKFace\75_0_0_20170117174808021.jpg.chip.jpg,7,0,0
./data/UTKFace\90_1_0_20170110175738208.jpg.chip.jpg,7,1,0
./data/UTKFace\96_1_0_20170110183855839.jpg.chip.jpg,7,1,0
./data/UTKFace\70_1_0_20170110180456347.jpg.chip.jpg,7,1,0
./data/UTKFace\83_0_0_20170120230512130.jpg.chip.jpg,7,0,0
./data/UTKFace\75_0_0_20170117175212732.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110183957671.jpg.chip.jpg,7,1,0
./data/UTKFace\72_1_0_20170110120829664.jpg.chip.jpg,7,1,0
./data/UTKFace\72_0_0_20170111210705162.jpg.chip.jpg,7,0,0
./data/UTKFace\72_1_1_20170116182041881.jpg.chip.jpg,7,1,1
./data/UTKFace\90_0_0_20170111211345356.jpg.chip.jpg,7,0,0
./data/UTKFace\80_1_0_20170117175604677.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170111211335909.jpg.chip.jpg,7,0,0
./data/UTKFace\80_1_0_20170110180523385.jpg.chip.jpg,7,1,0
./data/UTKFace\77_1_0_20170113002117891.jpg.chip.jpg,7,1,0
./data/UTKFace\77_1_0_20170110140346806.jpg.chip.jpg,7,1,0
./data/UTKFace\80_1_0_20170110182107291.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_0_20170110183711497.jpg.chip.jpg,7,1,0
./data/UTKFace\80_1_1_20170120222433936.jpg.chip.jpg,7,1,1
./data/UTKFace\85_1_0_20170110180123239.jpg.chip.jpg,7,1,0
./data/UTKFace\80_1_0_20170110131934630.jpg.chip.jpg,7,1,0
./data/UTKFace\78_0_0_20170111222500159.jpg.chip.jpg,7,0,0
./data/UTKFace\70_0_0_20170120222043358.jpg.chip.jpg,7,0,0
./data/UTKFace\70_1_0_20170113003731381.jpg.chip.jpg,7,1,0
./data/UTKFace\72_0_0_20170111210555874.jpg.chip.jpg,7,0,0
./data/UTKFace\80_0_0_20170111211700924.jpg.chip.jpg,7,0,0
./data/UTKFace\92_1_0_20170110182402526.jpg.chip.jpg,7,1,0
./data/UTKFace\74_0_0_20170111221942118.jpg.chip.jpg,7,0,0
./data/UTKFace\75_1_0_20170110131723117.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170111205921074.jpg.chip.jpg,7,0,0
./data/UTKFace\82_0_0_20170111210604164.jpg.chip.jpg,7,0,0
./data/UTKFace\78_1_0_20170120140748041.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_1_20170111205423680.jpg.chip.jpg,7,0,1
./data/UTKFace\79_1_0_20170120225840978.jpg.chip.jpg,7,1,0
./data/UTKFace\79_0_0_20170111205953011.jpg.chip.jpg,7,0,0
./data/UTKFace\90_1_1_20170117194843274.jpg.chip.jpg,7,1,1
./data/UTKFace\73_0_1_20170117195315175.jpg.chip.jpg,7,0,1
./data/UTKFace\85_0_0_20170111205830721.jpg.chip.jpg,7,0,0
./data/UTKFace\85_1_0_20170110183935393.jpg.chip.jpg,7,1,0
./data/UTKFace\92_1_2_20170110175823500.jpg.chip.jpg,7,1,2
./data/UTKFace\80_0_0_20170120225045833.jpg.chip.jpg,7,0,0
./data/UTKFace\90_0_1_20170111205407457.jpg.chip.jpg,7,0,1
./data/UTKFace\100_1_2_20170112213615815.jpg.chip.jpg,7,1,2
./data/UTKFace\85_1_0_20170110183410318.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_2_20170111205702505.jpg.chip.jpg,7,0,2
./data/UTKFace\76_1_0_20170110181611591.jpg.chip.jpg,7,1,0
./data/UTKFace\86_0_1_20170120230044602.jpg.chip.jpg,7,0,1
./data/UTKFace\92_1_2_20170110175823500.jpg.chip.jpg,7,1,2
./data/UTKFace\90_0_0_20170111222243901.jpg.chip.jpg,7,0,0
./data/UTKFace\70_0_0_20170117171634067.jpg.chip.jpg,7,0,0
./data/UTKFace\90_0_0_20170111210220723.jpg.chip.jpg,7,0,0
./data/UTKFace\74_0_2_20170105174417462.jpg.chip.jpg,7,0,2
./data/UTKFace\73_1_2_20170110131323894.jpg.chip.jpg,7,1,2
./data/UTKFace\74_0_0_20170111203046542.jpg.chip.jpg,7,0,0
./data/UTKFace\92_1_0_20170110183357210.jpg.chip.jpg,7,1,0
./data/UTKFace\70_1_0_20170110141008498.jpg.chip.jpg,7,1,0
./data/UTKFace\85_1_0_20170110182111721.jpg.chip.jpg,7,1,0
./data/UTKFace\80_0_0_20170111201430389.jpg.chip.jpg,7,0,0
./data/UTKFace\88_1_0_20170120230317497.jpg.chip.jpg,7,1,0
./data/UTKFace\79_0_0_20170111222349717.jpg.chip.jpg,7,0,0
